name,city,kind,item_id,place_id,google_name,google_category,raw_status,status
Fora - 19 Eastbourne Terrace,Paddington,Coworking Space,67d005755d875e92236fb5e6,ChIJK2BsAK0adkgRzrQ-En3khuU,Fora - 19 Eastbourne Terrace,Real estate agency,OPERATIONAL,Open
Fora - 2 Stephen Street,Fitzrovia,Coworking Space,67d0057dea314b1109ec32b6,ChIJyQJWUiwbdkgR5R38h0Aa_2I,Fora - 2 Stephen Street,Real estate agency,OPERATIONAL,Open
Fora - 20 Eastbourne Terrace,Paddington,Coworking Space,67d00575dd12d83f886e1de0,ChIJhSX-HK0adkgR8J4qMB99xKo,Fora - 20 Eastbourne Terrace,Real estate agency,OPERATIONAL,Open
Fora - 201 Borough High Street,London Bridge,Coworking Space,67d0057be660a8c7f2a6d5be,ChIJb6rOnFgDdkgRGyW7fINX0Fc,Fora - 201 Borough High Street,Real estate agency,OPERATIONAL,Open
Fora - 210 Euston Road,King's Cross,Coworking Space,67d0057b2ab4ba62f9fb68a0,ChIJg-hukvUbdkgRcS1a1Hl3_Yk,Fora - 210 Euston Road,Real estate agency,OPERATIONAL,Open
Fora - 22 Berners Street,Fitzrovia,Coworking Space,67d0057eac035010a7c1bcfc,ChIJi-OU9lkbdkgRRsUDw2P9t3Q,Fora - 22 Berners Street,Real estate agency,OPERATIONAL,Open
Fora - 22 Manchester Square,Marylebone,Coworking Space,67d00577320a6853fc55bceb,ChIJF2SZhtIadkgR7_BogH_T5Aw,Fora - 22 Manchester Square,Real estate agency,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Fora - 24 Greville Street,Farringdon,Coworking Space,67d0057c2055896bf9a6f425,ChIJmUBU900bdkgRQImVoSpYL7o,Fora - 24 Greville Street,Real estate agency,OPERATIONAL,Open
Fora - 24/25 The Shard,London Bridge,Coworking Space,67d0057a5133d82f182d5106,ChIJHzDiLjYDdkgRv3cLDH4uzpo,Fora - 24/25 The Shard,Real estate agency,OPERATIONAL,Open
Fora - 241 Southwark Bridge Road,London Bridge,Coworking Space,67d0057aaf08fe56f2775b83,ChIJJ0ySZxAFdkgRAfV4uPeHeEg,Fora - 241 Southwark Bridge Road,Real estate agency,OPERATIONAL,Open
Fora - 42 Berners Street,Fitzrovia,Coworking Space,67d0057de660a8c7f2a6d713,ChIJT-46If4bdkgR9PHJBEtlAJc,Fora - 42 Berners Street,Real estate agency,OPERATIONAL,Open
Fora - 50 Liverpool Street,Liverpool Street,Coworking Space,67d005785274b807cfa79c5b,ChIJK66jhbIcdkgRKTSJGBXrwEQ,Fora - 50 Liverpool Street,Real estate agency,OPERATIONAL,Open
Fora - 7 Stratford Place,Mayfair,Coworking Space,67d00577625cd4a1e0118418,ChIJHa4KLdMadkgRd2tdIVxt1oM,Fora - 7 Stratford Place,Real estate agency,OPERATIONAL,Open
Fora - 81 Rivington Street,Shoreditch,Coworking Space,67d0057acff59196e045ad23,ChIJFduUY7ocdkgRxnTfSFvcbeQ,Fora - 81 Rivington Street,Real estate agency,OPERATIONAL,Open
Fora - 91 Wimpole Street,Marylebone,Coworking Space,67d005776814cd699c94f843,ChIJP1xcZ9MadkgRYs30L-QPS4c,Fora - 91 Wimpole Street,Real estate agency,OPERATIONAL,Open
Fora - Albert House,Shoreditch,Coworking Space,67d0057a6c16189eb742ced3,ChIJi45pgqUcdkgRXectoez_4uM,Fora - Albert House,Real estate agency,OPERATIONAL,Open
Fora - Belle House,Victoria,Coworking Space,67d005773ea7a2ae91220355,ChIJw-hSpCAFdkgRw5tCPFasLQI,Fora - Belle House,Coworking space,OPERATIONAL,Open
Fora - Blue Fin Building,Southwark,Coworking Space,67d00579ac718f9bd066dfd6,ChIJmZkMUOMFdkgRLo3uZiYgei0,Fora - Blue Fin Building,Real estate agency,OPERATIONAL,Open
Fora - Borough Yards,London Bridge,Coworking Space,67d0057a6beee86747bfe48e,ChIJB3ilSogDdkgRRp9JnqimTjo,Fora - Borough Yards,Real estate agency,OPERATIONAL,Open
Fora - Broadwick Street,Soho,Coworking Space,67d00577bfd365a3239fc0df,ChIJqXgiVGEFdkgRVIw_-3bMEgE,Fora,Real estate agency,OPERATIONAL,Open
Fora - Brock House,Fitzrovia,Coworking Space,67d00577ac035010a7c1b3db,ChIJ9_XxUOgbdkgRBOE2Ej3xKUk,Fora - Brock House,Real estate agency,OPERATIONAL,Open
Fora - Central Street,Shoreditch,Coworking Space,67d0057a9f2fb4bd245acdb8,ChIJVYQVNVgbdkgRn-lpQGr3fMI,Fora - Central Street,Real estate agency,OPERATIONAL,Open
Fora - Chancery House,Holborn,Coworking Space,67d0057cbb649ef4ec0d8f77,ChIJ-3e_dUsbdkgRI22vVq3wxJc,Fora - Chancery House,Real estate agency,OPERATIONAL,Open
Fora - Dallington Street,Clerkenwell,Coworking Space,67d0057cd16ee9ad182c5b59,ChIJAeWPvlAbdkgRWPKl_S4AN08,Fora - Dallington Street,Real estate agency,OPERATIONAL,Open
Fora - East Side,King's Cross,Coworking Space,67d0057b83958e65aba335d9,ChIJpV8MrT4bdkgRNxob9Q4HSE4,Fora - East Side,Real estate agency,OPERATIONAL,Open
Fora - Eastcastle Street,Fitzrovia,Coworking Space,67d0057dd8d3c051a7d90038,ChIJ21BKcUYbdkgRnTh2X8qJCkw,Fora,Real estate agency,OPERATIONAL,Open
Fora - Folgate Street,Shoreditch,Coworking Space,67d00579ea314b1109ec2f89,ChIJ9zk96vEddkgRM90muIOwId8,Fora - Folgate Street,Real estate agency,OPERATIONAL,Open
Fora - Great Eastern Street,Shoreditch,Coworking Space,67d0057934ee586e1611fbda,ChIJx-IsBjwddkgR50qyIwiHqWg,Fora - Great Eastern Street,Real estate agency,OPERATIONAL,Open
Fora - Green Park House,Mayfair,Coworking Space,67d005763858f26043897c61,ChIJUwZuDykFdkgRuWUr8yiHj68,Fora - Green Park House,Real estate agency,OPERATIONAL,Open
Fora - Greencoat Place,Victoria,Coworking Space,67d0057760a5af99b0ac355d,ChIJfWvr2RgFdkgRQK_KREEA-Uw,Fora - Greencoat Place,Real estate agency,OPERATIONAL,Open
Fora - Gridiron Building,King's Cross,Coworking Space,67d0057d38dcaa6d89228c59,ChIJCXjAaDwbdkgRwoHN-wcAgR8,Fora - Gridiron Building,Real estate agency,OPERATIONAL,Open
Fora - Henry Wood House,Oxford Circus,Coworking Space,67d0057718cb4d95ba671984,ChIJzbImj9UadkgRCQ2O21dZO2U,Fora - Henry Wood House,Real estate agency,OPERATIONAL,Open
Fora - Kirby Street,Farringdon,Coworking Space,67d0057c3ea7a2ae912205b8,ChIJ79sNxU0bdkgRj6z1z4OtWs4,Fora - Kirby Street,Real estate agency,OPERATIONAL,Open
Fora - Liberty House,Oxford Circus,Coworking Space,67d00576bb649ef4ec0d8b9f,ChIJl0Qxer8FdkgRZVPCjXIrK90,Fora - Liberty House,Real estate agency,OPERATIONAL,Open
Fora - Lloyd's Avenue,Aldgate,Coworking Space,67d00578ea314b1109ec2e86,ChIJdZXNXUwDdkgRikFSisv5B-w,Fora - Lloyd's Avenue,Real estate agency,OPERATIONAL,Open
Fora - Melcombe Place,Fitzrovia,Coworking Space,67d0057e98c46311e16e3999,ChIJVfc0tLEcdkgRnBGE99SxED0,Fora - Melcombe Place,Real estate agency,OPERATIONAL,Open
Fora - Montacute Yards,Shoreditch,Coworking Space,67cd80ca03e3822d9416ad7c,ChIJEyWZ0uMddkgRIuAl7FU8zrU,Fora - Montacute Yards,Real estate agency,OPERATIONAL,Open
Fora - One Canada Square,Canary Wharf,Coworking Space,67d00578af08fe56f27759dc,ChIJI_6NC84DdkgRCOTs93Zbzqc,Fora - One Canada Square,Real estate agency,OPERATIONAL,Open
Fora - One Lyric Square,Hammersmith,Coworking Space,67d005759500730b3cb0889f,ChIJe-BR94gPdkgRhkOy37qKhn0,Fora - One Lyric Square,Real estate agency,OPERATIONAL,Open
Fora - Orion House,Covent Garden,Coworking Space,67d005763eee1139354d2c1f,ChIJy4Ov80YFdkgR2AkupoxG4jk,Fora - Orion House,Real estate agency,OPERATIONAL,Open
Fora - Parcels Building,Marylebone,Coworking Space,67d0057533fd20e9d39592cd,ChIJLwdvC2EFdkgR3Oav5D52uxo,Fora - Parcels Building,Real estate agency,OPERATIONAL,Open
Fora - Princelet Street,Shoreditch,Coworking Space,67d0057952d93d6f9475e5a8,ChIJs7mx93UddkgR328Zy3y82Vg,Fora - Princelet Street,Real estate agency,OPERATIONAL,Open
Fora - Scott House,Waterloo,Coworking Space,67d0057890b91d35c3e440fb,ChIJm1GIg9cFdkgRiYoNMTo6bws,Fora - Scott House,Real estate agency,OPERATIONAL,Open
Fora - Sixty London Wall,City of London,Coworking Space,67d005786f0aeaf5c6d84c45,ChIJL04JWGQddkgRbj_idUEnq-Q,Fora - Sixty London Wall,Real estate agency,OPERATIONAL,Open
Fora - Summit House,Holborn,Coworking Space,67d0057bbcfbe0e5e5a87a80,ChIJ29PEdHwbdkgRNbz7xhKlkpY,Fora - Summit House,Real estate agency,OPERATIONAL,Open
Fora - The Black & White Building,Shoreditch,Coworking Space,67d005796beee86747bfe3fd,ChIJmzfhYrocdkgRAlvusWSYG1I,Fora - The Black & White Building,Real estate agency,OPERATIONAL,Open
Fora - The Bloomsbury Building,Bloomsbury,Coworking Space,67d0057b5274b807cfa79ea3,ChIJhcKFmDMbdkgRxpFuVEF8Wl4,Fora - The Bloomsbury Building,Real estate agency,OPERATIONAL,Open
Fora - The Smiths Building,Fitzrovia,Coworking Space,67d0057ccff59196e045afd8,ChIJ2bPtWNYadkgRtuA4fgpNfm4,Fora - The Smiths Building,Real estate agency,OPERATIONAL,Open
Fora - The Stanley Building,King's Cross,Coworking Space,67d0057d38dcaa6d89228baf,ChIJU2wTRTwbdkgRyz0ae-CJmXY,Fora - The Stanley Building,Real estate agency,OPERATIONAL,Open
Fora - Thomas House,Victoria,Coworking Space,67d00577e4386956d523324e,ChIJ2bwYnR8FdkgRbx6RGg_mSsI,Fora - Thomas House,Real estate agency,OPERATIONAL,Open
Fora - Tintagel House,Vauxhall,Coworking Space,67d00579252888f6403d6762,ChIJw07S_OsEdkgRHtZC52Az9g4,Fora - Tintagel House,Real estate agency,OPERATIONAL,Open
Fora - United House,Notting Hill,Coworking Space,67d0057513ffffc58044295d,ChIJt8RlfPsPdkgRlgJwW95P1Es,Fora - United House,Real estate agency,OPERATIONAL,Open
Fora - Wardour Street,Soho,Coworking Space,67d00575cf0a639d0da6c2b4,ChIJV55_V9MEdkgR74zW8fmfj5Q,Fora - Wardour Street,Real estate agency,OPERATIONAL,Open
Fora - Warnford Court,City of London,Coworking Space,67d005789bca6142614da01d,ChIJtyd6t6wcdkgRlE8PuRryqrw,Fora - Warnford Court,Real estate agency,OPERATIONAL,Open
Fora - White Collar Factory,Shoreditch,Coworking Space,67d005797ff194b7a30e5712,ChIJ_TKRF1cbdkgRvrrjhSAg4Jk,Fora - White Collar Factory,Real estate agency,OPERATIONAL,Open
Fora - York House,King's Cross,Coworking Space,67d0057bd88dfcaae86926c7,ChIJTzUzf0MbdkgRwmp0dWudDtI,Fora - York House,Real estate agency,OPERATIONAL,Open
Forum Coworking Space,Sukhumvit (Asoke),Coworking Space,674b37a21d78a6be7f43cfbd,ChIJd307M7yf4jARtDWDG8tSIiI,FORUM Coworking Space,Coworking space,OPERATIONAL,Open
Fotografiska cafe,Telliskivi,Cafe,66f857f0b5cc23c2b708e745,ChIJhQUC_V-TkkYRm3suwD4Q_Ak,Fotografiska Tallinn Café & Bakery,Cafe,OPERATIONAL,Open
Foundation Coffee House Whitworth Street,Gay Village,Cafe,66eee81357b17c5f9dec1336,ChIJO5pf0Kixe0gRk5CtQna37HE,Foundation Coffee House,Coffee Shop,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Foundry,Downtown Dubai,Coworking Space,67dbb8246de5ed125908b03c,ChIJXQ5UUDJpXz4RVWnUHR6Fl4M,Foundry,Art gallery,OPERATIONAL,Open
Foxford,Old Town,Cafe,66838ea3da87dd848e300bbe,ChIJl4VNIF1PWUgREccLP89Ru_Y,FOXFORD Woollen Mills,Home Goods Store,OPERATIONAL,Open
Foxxy's Restaurant & Café,Srithanu,Cafe,6784e2135a861705e4830bfe,ChIJbf6SpFP_VDARWlSZaEvmQQ4,Foxxy's Restaurant & Café,Restaurant,OPERATIONAL,Open
Fren'cha Bakery Bingin,Bali,Untagged,65fa86d0e0379bf78d52479f,ChIJvwnhpxlF0i0RjV0mlvL_2Ho,Fren'cha Bakery Bingin,Bakery,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Fren'cha Bakery Ungasan,Uluwatu (Ungasan),Untagged,65fa86d0e0379bf78d52479e,ChIJe-Aa7QZb0i0RF0nR6b3Bk-s,Fren'cha Bakery Ungasan,Bakery,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Freyja - the croissant story,Josefstadt,Cafe,67dbb82fddbd6ff42ecee59a,ChIJ00XYdRAHbUcRYtjm2lnSuPA,Freyja - the croissant story,Coffee shop,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Friend Coffee & Bar,Old City,Cafe,67dbb8216a5db9ee9dddbb28,ChIJjzn7HOM72jARN3iXIpDqWJU,Friend Coffee & Bar,Coffee shop,OPERATIONAL,Open
Friends Avenue Cafe JLT,JLT,Cafe,67dbb82407076504f2484ce6,ChIJ0TnlwqdsXz4RyynhUfpcOw8,Friends Avenue Cafe JLT,Restaurant,OPERATIONAL,Open
Front Cafe,Kedungu,Cafe,6631c9dbe6fb8f41e96a69e4,ChIJx_XKYjo30i0R1hW_8vDSLFE,Front Cafe Kedungu,Restaurant,OPERATIONAL,Open
Fruit Tree Lodge & Coffee Shop,Long Beach,Cafe,67d509db863c60f4235b5703,ChIJfz8Au5gETjARn9QycQgnZ8Q,Fruit Tree Lodge & Coffee Shop,Coffee shop,OPERATIONAL,Open
Fulham Works by Spacemade,Fulham,Coworking Space,67d52faeff9f765cf4c77038,ChIJm3xfdjwPdkgRt7XHUwSgtnc,Fulham Works by Spacemade,Real estate agency,OPERATIONAL,Open
GEEK Hub Nguyen Dinh Chieu,District 1,Coworking Space,67dbb8283caa81895e3f0bf1,ChIJKyzSZTUvdTERFeBxsx6kh5o,GEEK Hub Nguyen Dinh Chieu,Coworking space,OPERATIONAL,Open
GOLO Coffee & AP,Da Nang,Cafe,665eca880b357e0950b1bef7,ChIJDeHFZLwXQjERdyPrATYmv4A,GOLO Coffee & AP,Coffee Shop,OPERATIONAL,Open
GRAPH ground,Nimman,Cafe,67dbb81f06a7e0d321e78627,ChIJy6xB1GU72jARbQ7McbVFPOY,GRAPH ground,Coffee shop,OPERATIONAL,Open
Gallery Drip Coffee,Siam,Cafe,674b37a0db75f1b2a41599af,ChIJ6e7hT82e4jAR4HgD4RW37Tk,Gallery Drip Coffee,Cafe,OPERATIONAL,Open
Gangga Coffee Roastery Ubud,Ubud,Cafe,65fa86d0e0379bf78d5247b9,ChIJE74dNl090i0Rd_xpkoRhrsQ,Gangga Coffee Ubud,Coffee Shop,OPERATIONAL,Open
Gatehouse by Spacemade,Wandsworth,Coworking Space,67d52faeff9f765cf4c77034,ChIJ6YEQRsQPdkgRei4TWfyeQHE,Gatehouse by Spacemade,Real estate agency,OPERATIONAL,Open
Gecko Kuta Lombok,Kuta,Cafe,661735ca83429e4222ae827b,ChIJnUgQQP2pzS0R6o0Dj7G8-4Y,ATM CIMB NIAGA (Gecko Bungalow & Restaurant),ATM,OPERATIONAL,Open
Genius Cafe Sanur,Sanur,Cafe,6613fb7fdf1c6ff3e73f0b86,ChIJr8xsnJZB0i0Rxh1Lw0w3rjI,Genius Cafe Sanur,Cafe,OPERATIONAL,Open
Gerupuk Cafe FIN,Gerupuk,Cafe,661b191f0e5f306f0b0f1eb4,ChIJW_05R4QBzS0RfalvYpuyIWs,Gerupuk Cafè FIN,Cafe,OPERATIONAL,Open
GiG - Green is Good,Central,Cafe,682f68cdf24f3f6a1d3a950d,ChIJscKdGQwnHw0RcpiL0XLQ7Oo,GiG - Green is Good,Restaurant,OPERATIONAL,Open
Gili Coffee Roasters,Gili Air,Cafe,6613fb81df1c6ff3e73f0c3b,ChIJXwL9D5_dzS0RPiUXUuPhFMI,GILI COFFEE ROASTERS,Cafe,OPERATIONAL,Open
Gilis Rock Creative Studios,Gili Trawangan,Coworking Space,6613fb804ce2334be5517dd0,ChIJQ3bN09_nzS0R6wFMnGVPHQg,Gilis Rock Creative Studios + Coworking Space,Coworking Space,OPERATIONAL,Open
Gladwell's Deli & Grocery,Southwark,Cafe,6809d008ea423d76c26e8cdb,ChIJ21Lg_LcDdkgRKfqkLsVpegA,Gladwell's Deli & Grocery,Grocery store,OPERATIONAL,Open
Glaswerk Oldenburg,Osternburg,Coworking Space,6749620d2dfe65c9a02077a8,ChIJdRKGU5jftkcRlcUQWWbHtbc,Glaswerk Oldenburg,Coworking space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Glowfish,Sathon,Coworking Space,674b37a38dfb7342938a26ac,ChIJ90ybWC2f4jARiiXzLIaesNw,GLOWFISH SATHORN,Real estate agency,OPERATIONAL,Open
GoHub | Coworking | Boa Vista,Sal Rei,Coworking Space,676736cf08df50d034dac5b7,ChIJVaiVGdsjSwkRr7GZ09s3_zA,GoHub | Coworking | Boa Vista,Coworking space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
GoWork Park23,Kuta (Bali),Coworking Space,665ed1a567f91d7e7438583b,ChIJkSr5McdF0i0R6VWh42brx1E,GoWork Park23 - Office and Coworking Space,Coworking Space,OPERATIONAL,Open
Goldener Papagei,Leopoldstadt,Cafe,67dbb82fc24274cca94b372c,ChIJnU4p8f4HbUcRZZbKYUtCn2I,Goldener Papagei,Cafe,OPERATIONAL,Open
Good Measure,Carlton,Cafe,67dbb82bb2bb3bdb73a4859d,ChIJBwYNYs5D1moR8N657h-bHVQ,Good Measure,Coffee shop,OPERATIONAL,Open
Good Stuff Cafe & Eco Store Amed,Amed,Cafe,674339c68e26c188137a260f,ChIJMcR0qjEB0i0RjpIiBkCDSP8,Good Stuff Cafe & Eco Store Amed,Restaurant,OPERATIONAL,Open
Good Times Coffee Roasters,Old Town,Cafe,67dbb81c07076504f2483da9,ChIJXwCS1QGJbEcRnEu1tMhnCdA,Good Times Coffee Roasters,Cafe,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Goodies,General Luna,Cafe,6722fe1495b89fcd4c2b39cd,ChIJNfMXfQMJBDMRG67jZ51_XIc,"Goodies - Cafe, Restaurant Bar & Eco Shop",Restaurant,OPERATIONAL,Open
Green Waves Cafe,General Luna,Cafe,67246a3a857eb78fd4d7b309,ChIJxyo2vMn5AzMR6U2yYqxdKMo,Green Waves Café,Coffee Shop,OPERATIONAL,Open
Grey Kaffee,Hernals,Cafe,67dbb82fa763429798b841a5,ChIJzVbAbBEHbUcRNGiLCeXCxXg,Grey Kaffee,Cafe,OPERATIONAL,Open
Grind - Shoreditch,Shoreditch,Cafe,6809d007aaa66b13a54e9e30,ChIJLWv3G6YcdkgRm3YOJwo4rXc,Grind,Cafe,OPERATIONAL,Open
Gron,Canggu,Cafe,65fa86d0e0379bf78d52457b,ChIJVZ4Iw4g50i0RablE_hmVrgE,Gron Espresso Bar & Kitchen - Canggu,Cafe,OPERATIONAL,Open
Grounded London,Whitechapel,Cafe,6809d00bc24ac45af7799899,ChIJzcgxvsocdkgRQcs3eKI7-vM,Grounded London,Brunch restaurant,OPERATIONAL,Open
HANAKA COFFEE,Denpasar,Cafe,67a956428f227e475aaee65c,ChIJn8mOsj5B0i0R1gQnYTT20Xs,HANAKA COFFEE,Coffee shop,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
HANAKA COFFEE CANGGU,Canggu,Cafe,67a95643ae3b2b07a92746cb,ChIJJ9tyJ3A50i0R1711OjMNxH4,HANAKA COFFEE CANGGU,Coffee shop,OPERATIONAL,Open
HOME Cafe,Ubud,Cafe,6809d00ce45574f02ae1603b,ChIJEZC9iU4j0i0RPx4n_MMYxko,HOME Cafe UBUD ™️(‼️ HOSTILE TAKEOVER,Cafe,OPERATIONAL,Open
Habitat Village Uluwatu,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d5246a0,ChIJFatDIQBF0i0Rdvjh8TalRio,Groceries Habitat Village,Supermarket,OPERATIONAL,Open
Halokedungu,Kedungu,Cafe,66329147330996152baca6e7,ChIJicmJ1oI30i0Rz4BFLLInjgs,HALOKEDUNGU,Restaurant,OPERATIONAL,Open
Heartwork the Sharing Space,Night Bazaar,Cafe,660a6637166465e32ed8e90b,ChIJzRfxMgow2jARj4bw7etGuSs,Heartwork the Sharing Space,Coworking Space,OPERATIONAL,Open
Heden Rossio,Baixa,Coworking Space,6809cff512a4f2a72acc7fa9,ChIJ86EF0mYzGQ0Rge8U_PmvS3c,Heden Workspaces - Rossio,Coworking space,OPERATIONAL,Open
Hedonist,Uluwatu (Ungasan),Coworking Space,665ed1a52e16798a3c6abf1f,ChIJO7yDT0Fb0i0RzrfFAX1Vcgk,HEDONIST SPACE restaurant | lounge | bar,Restaurant,OPERATIONAL,Open
Hello Kristof,Bica,Cafe,663e5f5927465035403b1f29,ChIJs2QPK4I0GQ0ReweViINIWxo,Hello Kristof Bica,Coffee Shop,OPERATIONAL,Open
Hello World Saigon,District 1,Coworking Space,67dbb827a763429798b83c79,ChIJ8xtnZU0pdTERyibOuLgMwwM,S&Z INVEST JOINT STOCK COMPANY,Coworking space,OPERATIONAL,Open
Hellocapitano Lifestyle Cafe,Gili Trawangan,Cafe,6613fb7f500c8e2486eee2e4,ChIJi8dy-gHezS0RozVgtFsjic8,Hellocapitano Lifestyle Café,Restaurant,OPERATIONAL,Open
Herr Sonnenschein,Mitte,Cafe,67dbb82c90eb89a5859e03e9,ChIJCyQB-8S6uUcRM3sknBdISVc,Herr Sonnenschein,Cafe,OPERATIONAL,Open
Hidden Coffee Roasters - El Born,El Born,Cafe,67dbb8180c22857f902f75ce,ChIJ_Rd6gU2jpBIRppS0tbTAe28,Hidden Coffee Roasters - El Born,Coffee shop,OPERATIONAL,Open
Hidden Gem Cafe Hanoi,The Old Quarter,Cafe,67dbb826ea3ad0a21ebb0609,ChIJjcSe2iKrNTERdmx-UM8RZIw,Hidden Gem Cafe Hanoi,Coffee shop,OPERATIONAL,Open
Highlands Coffee Vincom Landmark 81,Binh Thanh,Cafe,67dbb826a763429798b83be1,ChIJHY00tckpdTERE_LhbxoFQgU,Highlands Coffee Vincom Landmark 81,Cafe,OPERATIONAL,Open
Hive Five Coworking Space Trogir,Trogir,Coworking Space,692a198139ec79a2157ebf5f,ChIJJahdRwBrNRMR4ZWV51AL350,Hive Five Coworking Space_Trogir,Coworking space,OPERATIONAL,Open
Honey,Pererenan,Cafe,65fa86d0e0379bf78d5245ab,ChIJ8fy5GTg50i0Rs-bdzi_Hn14,"Honey,",Restaurant,OPERATIONAL,Open
HoriZon morn,Tanote Bay,Cafe,67c19544f6fe73dd04bc3d5d,ChIJSU4eJDahVTARwTvIJeNE2VA,HoriZon morn,Thai restaurant,OPERATIONAL,Open
House of Yoreh,Canggu,Cafe,67d0ecf94f0518af37e6a370,ChIJq6QHrhg50i0RJ8J3LNZwJSQ,House of Yoreh,Coffee shop,OPERATIONAL,Open
Hub Bali,Kuta (Bali),Coworking Space,6631cb0da256acf959355935,ChIJw61cI9pG0i0RDyuXkNL6Cn4,Hub Bali Coworking Legian,Coworking Space,OPERATIONAL,Open
Hub53 Coworking and Coliving Space,Nimman,Coworking Space,67dbb82121ae962504f3594b,ChIJvSqIVIsw2jARzD2AZd7JYCM,Hub53 Coworking and Coliving Space,Coworking space,OPERATIONAL,Open
Hundred Islands Coffee Bar,Baan Tai,Cafe,6784e21854cea2cf5f033c48,ChIJX8HmCzP8VDARmqvOQL4N2kA,Hundred Islands Coffee Bar,Coffee shop,OPERATIONAL,Open
Hurley Surf Club,Central,Cafe,682f68ce868bdbefdaaab531,ChIJYR3mGuAnHw0R-bwyTYu0yvU,Hurley Surf Club @ Ericeira,Sporting goods store,OPERATIONAL,Open
Hustle Club Koh Phangan,Nai Wok,Coworking Space,6784e20fe8d7ba0be2f3866b,ChIJ4XhSgq_9VDARfmZSIal1vH8,Hustle Koh Phangan,Cafe,OPERATIONAL,Open
I Am Vegan Babe,Canggu,Cafe,65fa86d0e0379bf78d52458b,ChIJbXTvjx450i0RFUEM8IfJu0U,I am Vegan Babe,Vegan Restaurant,OPERATIONAL,Open
I Found You Cafe’,Silom,Cafe,674b37a0cc980781b21b0b01,ChIJ5fHMUc-f4jAR-DmPOgR19eM,I Found You cafe’,Cafe,OPERATIONAL,Open
Idea Space,Battersea,Coworking Space,6809cff71f2325d5045f6070,ChIJ2XJRpaUFdkgRT1ggUPQa4TQ,Idea Space,Coworking space,OPERATIONAL,Open
Impact Brixton,Brixton,Coworking Space,6809cff8961511d665e9d6c4,ChIJ5_vAPGgEdkgR4IBYWwPb6ao,Impact Brixton,Coworking space,OPERATIONAL,Open
Impact Hub Budapest,District 7,Coworking Space,669a2349ecf0b0084c72732e,ChIJRdb4D0TcQUcR4JPomM0u8ik,Impact Hub Budapest,Coworking Space,OPERATIONAL,Open
Impact Hub Lisbon - Baixa,Baixa,Coworking Space,6809cff5369276b8469627bd,ChIJHxsOcq80GQ0RJxEI1ec1NT0,Impact Hub Lisbon - Baixa Chiado,Coworking space,OPERATIONAL,Open
Impact Hub London Euston,Euston,Coworking Space,6809cffe30e33b57847ddd0b,ChIJUeUQZFMbdkgRPJr65FLboJ4,Impact Hub London Euston,Coworking space,OPERATIONAL,Open
Impact Hub London King's Cross,King's Cross,Coworking Space,6809d00294d120b9c29c7b9b,ChIJ89Pfkz4bdkgRJppIm6Ugu7c,Impact Hub London King's Cross,Coworking space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
InFact Coffee & Workspace,District 1,Cafe,67dbb8277b580966f91db1ac,ChIJE_nClM2rNTEREJ4NzWfBSr8,,,ERROR:404,ERROR:404
Indigo Cafe & Eatery Thong Sala,Thong Sala,Cafe,6784e217a1caac0cd3e725c0,ChIJD9khwuT_VDARfkXE6PJWGOQ,Indigo Cafe & Eatery Thongsala,Coffee shop,OPERATIONAL,Open
Indigo Specialty Coffee & Bakery,Srithanu,Cafe,6784e20fcac506bc5144cfaa,ChIJibO3RYn_VDARfs7A2pCPm9g,Indigo Specialty Coffee & Bakery,Cafe,OPERATIONAL,Open
Industrious 245 Hammersmith Rd,Hammersmith,Coworking Space,6809d000fee47a27657c43e0,ChIJ3XEHU1IPdkgRsFt1nluQ6cI,Industrious,Coworking space,OPERATIONAL,Open
Industrious 70 St Mary Axe,City of London,Coworking Space,6809cffd146566dc3d30b316,ChIJnTbkUZoddkgR0vtvDTzLAf0,Industrious,Coworking space,OPERATIONAL,Open
Industrious 77 Coleman Street,Moorgate,Coworking Space,6809d004ad3417de7779e961,ChIJhVtKSFAddkgRHFIKDs-eFZ4,Industrious,Coworking space,OPERATIONAL,Open
Industrious St Peters Square,City Centre,Coworking Space,6809d00b95ba1239c121005a,ChIJtV-O5P-xe0gR1YkSEZYEE04,Industrious,Coworking space,OPERATIONAL,Open
Industrious Windmill Green,Spinningfields,Coworking Space,6809d009b596b2a76218ace0,ChIJ1z-s9nSxe0gRUzdFKrKwft4,Industrious,Coworking space,OPERATIONAL,Open
Inner Cafe & Bistro,Old City,Cafe,67c19546bddd0f94e2dfd425,ChIJeRDDLuw72jARqZZwtZMoaNA,Inner Cafe & Bistro,Cafe,OPERATIONAL,Open
Inner Space Coworking,Srithanu,Coworking Space,6784e20fdf81c9ffd09f7c18,ChIJoRLjJ14BVTARFE7aDbmgF3g,Inner Space Coworking,Coworking space,OPERATIONAL,Open
